epochs,train_loss,train_accuracy,validation_loss,validation_accuracy
1,3.80305492503531,0.04688511646269246,3.8674837642245823,0.057777777777777775
2,3.7246624247396225,0.061950256612712196,3.7958793046739365,0.042222222222222223
3,3.7052817264659295,0.0677773391235689,3.7521807098388673,0.05555555555555555
4,3.6895250660075156,0.07188314251875247,3.79272885216607,0.06222222222222222
5,3.6784062868420238,0.07294117647058823,3.8024028725094263,0.07555555555555556
6,3.671838374139761,0.07572048953809712,3.9171221256256104,0.042222222222222223
7,3.667490608363673,0.07663639952625345,3.804139493306478,0.05333333333333334
8,3.6690881611657997,0.07655744176865377,3.698337884479099,0.07111111111111111
9,3.6590653991209767,0.07963679431504145,3.6840325111813015,0.09111111111111111
10,3.649053894988737,0.08187919463087248,3.733420148425632,0.08444444444444445
